season,player_id,player_name,position,team,games_played,total_fp,avg_fp,pass_yds,pass_tds,rush_yds,rush_tds,rec_yds,rec_tds,receptions,targets,rush_att,pass_att,ppg,rush_ypg,rec_ypg,targets_pg,team_draft,round,pick,age,early_round,first_round,day1_pick,day2_pick,total_wins,playoff,good_team,good_offense,bad_offense,is_qb,is_rb,is_wr,is_te,target_share,rush_share,yards_per_target,yards_per_carry,games_played_pct,starter_games,fantasy_success,top_performer,injury_risk_score,durability_score,historical_injuries,games_missed_injury,season_ending_injuries,avg_recovery_time,has_recurring_injuries,position_injury_risk,age_adjusted_risk,usage_adjusted_risk,games_played_pct_adj
2014,00-0030990,J.Huff,WR,PHI,10,22.5,2.25,0.0,0,7.0,0,98.0,0,8,18,1,0,2.25,0.7,9.8,1.8,0,8.0,300.0,0.0,0,0,0,0,8,0,0,0,0,0,0,1,0,0.0514285714285714,0.004,5.444444444444445,7.0,0.5882352941176471,0,0,0,0.26647499999999996,0.98,1,1,0,3.0,False,0.25,0.26647499999999996,0.27846637499999993,0.5762352941176471
2014,00-0030992,C.Gillmore,TE,BAL,11,39.1,3.5545454,0.0,0,0.0,0,151.0,2,12,17,0,0,3.5545453158291904,0.0,13.727272727272728,1.5454545454545454,0,8.0,300.0,0.0,0,0,0,0,8,0,0,0,0,0,0,0,1,0.0441558441558441,0.0,8.882352941176471,0.0,0.6470588235294118,0,0,0,0.36279,0.84,2,8,0,3.25,False,0.3,0.36279,0.37680688636363635,0.5510588235294118
2014,00-0031025,M.Campanaro,WR,BAL,5,31.1,6.2200003,0.0,0,0.0,0,141.0,1,11,13,1,0,6.220000076293945,0.0,28.2,2.6,0,8.0,300.0,0.0,0,0,0,0,8,0,0,0,0,0,0,1,0,0.0742857142857142,0.008,10.846153846153848,0.0,0.2941176470588235,0,0,0,0.271575,0.98,1,1,0,3.0,False,0.25,0.271575,0.289227375,0.2821176470588235
2014,00-0031042,J.Amaro,TE,NYJ,13,84.5,6.5,0.0,0,0.0,0,345.0,2,38,53,0,0,6.5,0.0,26.53846153846154,4.076923076923077,0,8.0,300.0,0.0,0,0,0,0,8,0,0,0,0,0,0,0,1,0.1164835164835164,0.0,6.509433962264151,0.0,0.7647058823529411,1,0,0,0.33363461538461536,1.0,0,0,0,0.0,False,0.3,0.33363461538461536,0.3676396819526627,0.7647058823529411
2014,00-0031045,C.Hyde,RB,SF,14,74.1,5.292857,0.0,0,333.0,4,68.0,0,12,16,83,0,5.2928570338657925,23.785714285714285,4.857142857142857,1.1428571428571428,0,8.0,300.0,0.0,0,0,0,0,8,0,0,0,0,0,1,0,0,0.0326530612244897,0.2371428571428571,4.25,4.0120481927710845,0.8235294117647058,1,0,0,0.38564,1.0,0,0,0,0.0,False,0.35,0.38564,0.4183643085714286,0.8235294117647058
2014,00-0031051,J.Brown,WR,ARI,17,154.4,9.082353,0.0,0,-6.0,0,730.0,5,52,108,3,0,9.08235258214614,-0.3529411764705882,42.94117647058823,6.352941176470588,0,8.0,300.0,0.0,0,0,0,0,8,0,0,0,0,0,0,1,0,0.1815126050420168,0.0070588235294117,6.75925925925926,-2.0,1.0,1,0,0,0.3244705882352941,0.88,2,6,0,3.0,False,0.25,0.3244705882352941,0.3760041522491349,0.9279999999999999
2014,00-0031055,A.Williams,RB,NYG,16,145.1,9.06875,0.0,0,721.0,7,130.0,0,18,37,217,0,9.068750381469728,45.0625,8.125,2.3125,0,8.0,300.0,0.0,0,0,0,0,8,0,0,0,0,0,1,0,0,0.0660714285714285,0.5425,3.5135135135135136,3.3225806451612905,0.9411764705882352,1,0,0,0.43861019999999995,0.98,1,1,0,3.5,False,0.35,0.43861019999999995,0.5221654431,0.9291764705882352
2014,00-0031057,K.Carey,RB,CHI,10,26.5,2.65,0.0,0,158.0,0,57.0,0,5,6,36,0,2.65,15.8,5.7,0.6,0,8.0,300.0,0.0,0,0,0,0,8,0,0,0,0,0,1,0,0,0.0171428571428571,0.144,9.5,4.388888888888889,0.5882352941176471,0,0,0,0.371168,1.0,0,0,0,0.0,False,0.35,0.371168,0.3898748672,0.5882352941176471
2014,00-0031066,L.Taliaferro,RB,BAL,10,70.6,7.06,0.0,0,292.0,4,114.0,0,8,10,68,0,7.05999984741211,29.2,11.4,1.0,0,8.0,300.0,0.0,0,0,0,0,8,0,0,0,0,0,1,0,0,0.0285714285714285,0.272,11.4,4.294117647058823,0.5882352941176471,0,0,0,0.4671744,0.8,3,10,0,3.6666666666666665,True,0.35,0.4671744,0.51090192384,0.4682352941176471
2014,00-0031068,R.Grant,WR,WAS,5,13.8,2.76,0.0,0,0.0,0,68.0,0,7,15,0,0,2.7600000381469725,0.0,13.6,3.0,0,8.0,300.0,0.0,0,0,0,0,8,0,0,0,0,0,0,1,0,0.0857142857142857,0.0,4.533333333333333,0.0,0.2941176470588235,0,0,0,0.31175,0.84,3,8,0,3.1666666666666665,True,0.25,0.31175,0.33513125,0.19811764705882345
2014,00-0031075,A.Blue,RB,HOU,16,103.1,6.44375,0.0,0,528.0,2,113.0,1,15,18,169,0,6.443749904632568,33.0,7.0625,1.125,0,8.0,300.0,0.0,0,0,0,0,8,0,0,0,0,0,1,0,0,0.0321428571428571,0.4225,6.277777777777778,3.1242603550295858,0.9411764705882352,1,0,0,0.40890499999999996,1.0,1,0,0,2.5,False,0.35,0.40890499999999996,0.46625392624999995,0.9411764705882352
2014,00-0031236,B.Cooks,WR,NO,10,139.3,13.93,0.0,0,73.0,1,550.0,3,53,69,7,0,13.93000030517578,7.3,55.0,6.9,0,8.0,300.0,0.0,0,0,0,0,8,0,0,0,0,0,0,1,0,0.1971428571428571,0.028,7.971014492753623,10.428571428571429,0.5882352941176471,0,1,0,0.293125,1.0,0,0,0,0.0,False,0.25,0.293125,0.34368906250000003,0.5882352941176471
2014,00-0031237,T.Bridgewater,QB,MIN,13,183.66,14.127692,2919.0,15,209.0,1,0.0,0,0,0,47,402,14.127692589393028,16.076923076923077,0.0,0.0,0,8.0,300.0,0.0,0,0,0,0,8,0,0,0,0,1,0,0,0,0.0,0.1446153846153846,0.0,4.446808510638298,0.7647058823529411,1,1,0,0.29089054945054943,0.8,3,10,0,3.6666666666666665,True,0.2,0.29089054945054943,0.3679925280521676,0.6447058823529411
2014,00-0031243,S.Johnson,RB,JAX,5,21.199999,4.24,0.0,0,86.0,2,-4.0,0,1,1,29,0,4.239999771118164,17.2,-0.8,0.2,0,8.0,300.0,0.0,0,0,0,0,8,0,0,0,0,0,1,0,0,0.0057142857142857,0.232,-4.0,2.9655172413793105,0.2941176470588235,0,0,0,0.46389279999999994,0.78,1,11,0,3.0,False,0.35,0.46389279999999994,0.49729308159999996,0.1621176470588235
2014,00-0031257,P.Richardson,WR,SEA,12,65.2,5.433333,0.0,0,0.0,0,292.0,1,30,46,0,0,5.433333079020183,0.0,24.33333333333333,3.8333333333333335,0,8.0,300.0,0.0,0,0,0,0,8,0,0,0,0,0,0,1,0,0.1095238095238095,0.0,6.3478260869565215,0.0,0.7058823529411765,1,0,0,0.29587500000000005,0.92,2,4,0,2.0,False,0.25,0.29587500000000005,0.3242296875000001,0.6578823529411765
2014,00-0031280,D.Carr,QB,LV,16,192.0,12.0,3270.0,21,92.0,0,0.0,0,0,1,29,599,12.0,5.75,0.0,0.0625,0,8.0,300.0,0.0,0,0,0,0,8,0,0,0,0,1,0,0,0,0.0017857142857142,0.0725,0.0,3.1724137931034484,0.9411764705882352,1,1,0,0.28768000000000005,0.84,3,8,0,3.3333333333333335,True,0.2,0.28768000000000005,0.3739840000000001,0.8451764705882352
2014,00-0031285,D.Freeman,RB,ATL,16,87.299995,5.4562497,0.0,0,248.0,1,225.0,1,30,37,65,0,5.456249713897705,15.5,14.0625,2.3125,0,8.0,300.0,0.0,0,0,0,0,8,0,0,0,0,0,1,0,0,0.0660714285714285,0.1625,6.081081081081081,3.815384615384616,0.9411764705882352,1,0,0,0.4050578,0.94,2,3,0,4.25,False,0.35,0.4050578,0.4360447217,0.9051764705882351
2014,00-0031291,J.Wright,WR,CIN,10,17.1,1.71,0.0,0,30.0,0,91.0,0,5,16,3,0,1.7100000381469729,3.0,9.1,1.6,0,8.0,300.0,0.0,0,0,0,0,8,0,0,0,0,0,0,1,0,0.0457142857142857,0.012,5.6875,10.0,0.5882352941176471,0,0,0,0.29640000000000005,0.86,3,7,0,4.166666666666667,True,0.25,0.29640000000000005,0.3082560000000001,0.5042352941176471
2014,00-0031301,J.Hill,RB,CIN,17,221.6,13.035295,0.0,0,1171.0,10,215.0,0,27,32,235,0,13.03529447667739,68.88235294117646,12.647058823529411,1.8823529411764703,0,8.0,300.0,0.0,0,0,0,0,8,0,0,0,0,0,1,0,0,0.053781512605042,0.5529411764705883,6.71875,4.982978723404256,1.0,1,1,0,0.47207341176470585,0.9,3,5,0,4.333333333333333,True,0.35,0.47207341176470585,0.5610453653702422,0.94
