season,player_name,name_key,position,team,ecr,ecr_sd,best,worst,ecr_rank,pos_rank,scrape_date,proj_ppg,proj_games,proj_points,replacement_rank,replacement_ppg,replacement_points,VORP,vorp_ppg,is_streamed,adp_rank,ffc_adp,adp_sd,bye
2026,Brock Bowers,brock bowers,TE,LV,17.94,3.38,10.0,32.0,17,1,2026-08-21,11.995861159376577,14.411814131742046,172.88212137911887,16,6.4466510716284615,92.90793701650507,79.9741843626138,5.549210087748116,False,17,43.5,9.2,13.0
2026,Chase Brown,chase brown,RB,CIN,17.93,5.95,7.0,39.0,16,7,2026-08-21,14.235062290505876,14.506575469134702,206.502005425057,28,9.217244954749557,127.0929008726215,79.40910455243551,5.01781733575632,False,16,15.3,2.8,6.0
2026,Jaxon Smith-Njigba,jaxon smith njigba,WR,SEA,4.77,1.5,1.0,11.0,5,3,2026-08-21,14.91712426351143,14.714492457776768,219.49791246715776,28,9.70410835216612,140.31628944882755,79.18162301833021,5.213015911345311,False,5,5.1,1.5,11.0
2026,De'Von Achane,de von achane,RB,MIA,22.2,7.58,5.0,39.0,21,8,2026-08-21,13.849728086459919,14.506575469134702,200.91212571322535,28,9.217244954749557,127.0929008726215,73.81922484060385,4.632483131710362,False,21,11.8,1.7,6.0
2026,Amon-Ra St. Brown,amon ra st brown,WR,DET,5.46,1.37,3.0,9.0,6,4,2026-08-21,14.551293121784534,14.714492457776768,214.1148928913975,28,9.70410835216612,140.31628944882755,73.79860344256994,4.847184769618414,False,6,7.9,1.4,6.0
2026,Drake Maye,drake maye,QB,NE,38.28,15.88,26.0,119.0,38,3,2026-08-21,20.73520807280832,14.882095411733951,308.5833449216895,12,17.13447293279512,238.13776965069272,70.44557527099678,3.6007351400131995,False,38,51.4,8.2,11.0
2026,CeeDee Lamb,ceedee lamb,WR,DAL,8.84,2.32,4.0,18.0,7,5,2026-08-21,14.205307135827933,14.714492457776768,209.02388471054263,28,9.70410835216612,140.31628944882755,68.70759526171508,4.501198783661813,False,7,12.5,2.2,14.0
2026,Saquon Barkley,saquon barkley,RB,PHI,25.26,6.88,7.0,41.0,25,9,2026-08-21,13.492499175120233,14.506575469134702,195.72995755111938,28,9.217244954749557,127.0929008726215,68.63705667849788,4.275254220370677,False,25,17.6,3.2,10.0
2026,Trey McBride,trey mcbride,TE,ARI,20.93,4.25,16.0,33.0,20,2,2026-08-21,11.010899290004001,14.411814131742046,158.68703399086814,16,6.4466510716284615,92.90793701650507,65.77909697436307,4.56424821837554,False,20,37.8,6.8,14.0
2026,Joe Burrow,joe burrow,QB,CIN,46.79,14.87,27.0,101.0,46,4,2026-08-21,20.73520807280832,14.594840950742688,302.62706390319323,12,17.13447293279512,238.13776965069272,64.48929425250051,3.6007351400131995,False,46,57.1,7.9,6.0
2026,Justin Jefferson,justin jefferson,WR,MIN,9.2,2.35,3.0,19.0,8,6,2026-08-21,13.882260612291734,14.714492457776768,204.2704190764582,28,9.70410835216612,140.31628944882755,63.954129627630664,4.178152260125614,False,8,14.4,2.5,6.0
2026,Omarion Hampton,omarion hampton,RB,LAC,25.71,7.03,10.0,39.0,26,10,2026-08-21,13.159174532571857,14.506575469134702,190.89455846826903,28,9.217244954749557,127.0929008726215,63.80165759564753,3.9419295778223002,False,26,24.3,3.8,7.0
2026,Jayden Daniels,jayden daniels,QB,WAS,54.35,17.67,27.0,108.0,52,5,2026-08-21,20.73520807280832,14.401989557501144,298.62825013719885,12,17.13447293279512,238.13776965069272,60.49048048650613,3.6007351400131995,False,52,70.4,8.3,7.0
2026,Drake London,drake london,WR,ATL,12.25,3.04,8.0,26.0,10,7,2026-08-21,13.580814441107014,14.714492457776768,199.83479166413497,28,9.70410835216612,140.31628944882755,59.51850221530742,3.876706088940894,False,10,12.4,1.4,11.0
2026,Kenneth Walker III,kenneth walker,RB,KC,28.07,8.6,13.0,56.0,28,11,2026-08-21,12.84644170412854,14.506575469134702,186.35787609078008,28,9.217244954749557,127.0929008726215,59.26497521815858,3.629196749378984,False,28,20.9,3.7,5.0
2026,Colston Loveland,colston loveland,TE,CHI,38.13,13.38,22.0,87.0,36,3,2026-08-21,10.310391007681211,14.411814131742046,148.5914388282862,16,6.4466510716284615,92.90793701650507,55.68350181178111,3.86373993605275,False,36,62.2,8.3,10.0
2026,A.J. Brown,aj brown,WR,NE,13.97,4.71,6.0,35.0,12,8,2026-08-21,13.298719514485953,14.714492457776768,195.68390799399228,28,9.70410835216612,140.31628944882755,55.36761854516473,3.5946111623198327,False,12,20.0,3.1,11.0
2026,Derrick Henry,derrick henry,RB,BAL,38.26,8.37,14.0,50.0,37,12,2026-08-21,12.551645819842982,14.506575469134702,182.08139734740132,28,9.217244954749557,127.0929008726215,54.98849647477982,3.334400865093425,False,37,9.7,1.7,13.0
2026,Jalen Hurts,jalen hurts,QB,PHI,58.31,12.76,30.0,98.0,59,6,2026-08-21,20.318717901553608,14.263848961934405,289.82312324791343,12,17.13447293279512,238.13776965069272,51.68535359722071,3.184244968758488,False,59,79.7,10.5,10.0
2026,Nico Collins,nico collins,WR,HOU,16.76,3.86,11.0,29.0,14,9,2026-08-21,13.03373531404117,14.714492457776768,191.7847999751175,28,9.70410835216612,140.31628944882755,51.46851052628995,3.32962696187505,False,14,19.2,2.5,8.0
2026,Jeremiyah Love,jeremiyah love,RB,ARI,40.21,7.96,26.0,67.0,40,13,2026-08-21,12.272626875428827,14.506575469134702,178.03378797293908,28,9.217244954749557,127.0929008726215,50.94088710031758,3.0553819206792703,False,40,29.4,3.9,14.0
2026,Chris Olave,chris olave,WR,NO,19.07,6.15,11.0,36.0,18,10,2026-08-21,12.783864567242086,14.714492457776768,188.10807875592332,28,9.70410835216612,140.31628944882755,47.79178930709577,3.0797562150759656,False,18,23.5,2.6,8.0
2026,Tyler Warren,tyler warren,TE,IND,54.39,10.87,22.0,85.0,53,4,2026-08-21,9.757710318921792,14.411814131742046,140.62630746768227,16,6.4466510716284615,92.90793701650507,47.718370451177194,3.31105924729333,False,53,73.2,9.0,13.0
2026,Breece Hall,breece hall,RB,NYJ,40.6,6.16,29.0,58.0,41,14,2026-08-21,12.007603609221672,14.506575469134702,174.1892079606284,28,9.217244954749557,127.0929008726215,47.09630708800691,2.790358654472115,False,41,35.0,4.0,13.0
2026,George Pickens,george pickens,WR,DAL,20.11,6.13,11.0,40.0,19,11,2026-08-21,12.54738819407604,14.714492457776768,184.62844894652915,28,9.70410835216612,140.31628944882755,44.3121594977016,2.8432798419099203,False,19,19.9,2.6,14.0
2026,Kyren Williams,kyren williams,RB,LAR,42.56,6.67,23.0,56.0,42,15,2026-08-21,11.755089271474976,14.480664464636934,170.22150349208255,28,9.217244954749557,127.0929008726215,43.12860261946105,2.537844316725419,False,42,27.4,3.2,11.0
2026,Caleb Williams,caleb williams,QB,CHI,66.64,14.21,27.0,98.0,64,7,2026-08-21,19.7882506260875,14.160685594096876,280.21519557321574,12,17.13447293279512,238.13776965069272,42.07742592252302,2.65377769329238,False,64,92.0,12.6,10.0
2026,Harold Fannin Jr.,harold fannin,TE,CLE,74.68,12.53,32.0,112.0,71,5,2026-08-21,9.297199441283713,14.411814131742046,133.98951029351687,16,6.4466510716284615,92.90793701650507,41.0815732770118,2.850548369655251,False,71,82.9,6.3,11.0
2026,Rashee Rice,rashee rice,WR,KC,22.39,8.69,11.0,45.0,22,12,2026-08-21,12.322842055895599,14.714492457776768,181.32436648985015,28,9.70410835216612,140.31628944882755,41.0080770410226,2.618733703729479,False,22,15.1,1.7,5.0
2026,Javonte Williams,javonte williams,RB,DAL,44.95,6.12,31.0,61.0,43,16,2026-08-21,11.513829495967157,14.427291827722573,166.11337819295807,28,9.217244954749557,127.0929008726215,39.02047732033657,2.2965845412176,False,43,33.3,3.8,14.0
2026,DeVonta Smith,devonta smith,WR,PHI,23.92,7.45,11.0,45.0,23,13,2026-08-21,12.108980203177541,14.714492457776768,178.17749787102412,28,9.70410835216612,140.31628944882755,37.86120842219657,2.4048718510114213,False,23,31.6,3.3,10.0
2026,Tucker Kraft,tucker kraft,TE,GB,77.08,13.1,57.0,111.0,74,6,2026-08-21,8.900299240421745,14.411814131742046,128.2694583698431,16,6.4466510716284615,92.90793701650507,35.361521353338034,2.4536481687932836,False,74,95.8,15.5,11.0
2026,Josh Jacobs,josh jacobs,RB,GB,45.16,7.14,29.0,61.0,44,17,2026-08-21,11.282755731231818,14.373334741106452,162.17082492713223,28,9.217244954749557,127.0929008726215,35.07792405451073,2.0655107764822613,False,44,25.1,3.4,11.0
2026,Malik Nabers,malik nabers,WR,NYG,24.86,9.72,9.0,48.0,24,14,2026-08-21,11.904738849224783,14.714492457776768,175.17219000872015,28,9.70410835216612,140.31628944882755,34.8559005598926,2.200630497058663,False,24,26.8,3.4,8.0
2026,Justin Herbert,justin herbert,QB,LAC,70.77,12.93,37.0,114.0,69,8,2026-08-21,19.246587611368245,14.08141831611297,271.0192513133938,12,17.13447293279512,238.13776965069272,32.88148166270108,2.112114678573125,False,69,108.7,12.1,7.0
2026,Zay Flowers,zay flowers,WR,BAL,29.86,7.97,14.0,48.0,29,15,2026-08-21,11.709205098762947,14.714492457776768,172.29501011230866,28,9.70410835216612,140.31628944882755,31.978720663481113,2.005096746596827,False,29,25.7,2.5,13.0
2026,Travis Etienne Jr.,travis etienne,RB,NO,49.37,8.18,33.0,72.0,48,18,2026-08-21,11.06094980587164,14.319072353407956,158.3825405676897,28,9.217244954749557,127.0929008726215,31.28963969506819,1.8437048511220837,False,48,38.6,4.2,8.0
2026,Kyle Pitts Sr.,kyle pitts,TE,ATL,79.34,9.64,63.0,97.0,77,7,2026-08-21,8.550246640508234,14.411814131742046,123.22456536355654,16,6.4466510716284615,92.90793701650507,30.316628347051463,2.103595568879773,False,77,82.7,9.2,11.0
2026,Garrett Wilson,garrett wilson,WR,NYJ,30.01,7.07,14.0,45.0,30,16,2026-08-21,11.521591002010942,14.714492457776768,169.53436390067867,28,9.70410835216612,140.31628944882755,29.218074451851123,1.8174826498448216,False,30,31.5,3.2,13.0
2026,Cam Skattebo,cam skattebo,RB,NYG,56.58,8.77,39.0,77.0,55,19,2026-08-21,10.847616589045447,14.264716137438132,154.73817141049818,28,9.217244954749557,127.0929008726215,27.645270537876684,1.6303716342958907,False,55,37.0,4.6,8.0
2026,Tetairoa McMillan,tetairoa mcmillan,WR,CAR,33.99,7.09,18.0,51.0,32,17,2026-08-21,11.341212405267981,14.714492457776768,166.88018439936002,28,9.70410835216612,140.31628944882755,26.56389495053247,1.6371040531018615,False,32,30.9,3.2,5.0
2026,Sam LaPorta,sam laporta,TE,DET,83.02,11.37,57.0,106.0,82,8,2026-08-21,8.236294246129944,14.411814131742046,118.69994180956122,16,6.4466510716284615,92.90793701650507,25.79200479305615,1.7896431745014825,False,82,117.2,25.3,6.0
2026,D'Andre Swift,d andre swift,RB,CHI,57.59,7.94,42.0,80.0,57,20,2026-08-21,10.642062626098564,14.2104271470912,151.2282556429557,28,9.217244954749557,127.0929008726215,24.135354770334203,1.4248176713490075,False,57,43.3,4.2,10.0
2026,Trevor Lawrence,trevor lawrence,QB,JAC,77.32,14.86,37.0,112.0,75,9,2026-08-21,18.705504780459282,14.019279841661563,262.23770609679684,12,17.13447293279512,238.13776965069272,24.099936446104124,1.5710318476641625,False,75,92.8,12.2,7.0
2026,Ladd McConkey,ladd mcconkey,WR,LAC,36.1,7.27,15.0,51.0,33,18,2026-08-21,11.167471808547482,14.714492457776768,164.3236796993066,28,9.70410835216612,140.31628944882755,24.007390250479062,1.4633634563813622,False,33,41.1,4.0,7.0
2026,Travis Kelce,travis kelce,TE,KC,98.85,14.5,66.0,138.0,94,9,2026-08-21,7.951105909899708,14.411814131742046,114.5898605152703,16,6.4466510716284615,92.90793701650507,21.68192349876523,1.5044548382712462,False,94,117.4,18.0,5.0
2026,Jaylen Waddle,jaylen waddle,WR,DEN,36.15,6.87,19.0,51.0,34,19,2026-08-21,10.999844468117054,14.714492457776768,161.8571284628259,28,9.70410835216612,140.31628944882755,21.54083901399835,1.295736115950934,False,34,47.8,6.5,10.0
2026,Bucky Irving,bucky irving,RB,TB,59.06,9.28,41.0,86.0,60,21,2026-08-21,10.443679247101475,14.156328419003268,147.84415332469726,28,9.217244954749557,127.0929008726215,20.75125245207576,1.226434292351918,False,60,46.5,6.1,10.0
2026,Tee Higgins,tee higgins,WR,CIN,36.36,6.96,19.0,51.0,35,20,2026-08-21,10.837867093479804,14.693670369464774,159.24804657966152,28,9.70410835216612,140.31628944882755,18.931757130833972,1.1337587413136845,False,35,36.1,4.1,6.0
2026,George Kittle,george kittle,TE,SF,101.09,17.24,32.0,154.0,101,10,2026-08-21,7.689433528641322,14.411814131742046,110.81868679316412,16,6.4466510716284615,92.90793701650507,17.910749776659046,1.2427824570128605,False,101,118.2,19.8,8.0
2026,David Montgomery,david montgomery,RB,HOU,61.16,9.13,40.0,86.0,61,22,2026-08-21,10.251929067823163,14.102514021762662,144.57797342909237,28,9.217244954749557,127.0929008726215,17.485072556470868,1.034684113073606,False,61,55.3,5.5,8.0
2026,Emeka Egbuka,emeka egbuka,WR,TB,39.7,8.1,15.0,64.0,39,21,2026-08-21,10.681128610672001,14.664610580019126,156.63459163060563,28,9.70410835216612,140.31628944882755,16.31830218177808,0.9770202585058811,False,39,33.5,3.4,10.0
2026,Dak Prescott,dak prescott,QB,DAL,79.47,14.31,37.0,113.0,78,10,2026-08-21,18.171211369329956,13.969874590672731,253.849543990146,12,17.13447293279512,238.13776965069272,15.711774339453285,1.0367384365348364,False,78,66.4,7.0,14.0
2026,Dalton Kincaid,dalton kincaid,TE,BUF,113.72,15.94,85.0,155.0,113,11,2026-08-21,7.447383250180079,14.411814131742046,107.33030316944426,16,6.4466510716284615,92.90793701650507,14.42236615293919,1.0007321785516172,False,113,151.5,17.4,7.0
2026,Quinshon Judkins,quinshon judkins,RB,CLE,61.77,9.58,41.0,84.0,62,23,2026-08-21,10.0663350950003,14.049055749063143,141.42250293841005,28,9.217244954749557,127.0929008726215,14.32960206578855,0.8490901402507429,False,62,51.8,6.1,11.0
2026,Terry McLaurin,terry mclaurin,WR,WAS,45.91,6.75,28.0,64.0,45,22,2026-08-21,10.529262572451687,14.635355036552099,154.0994960209103,28,9.70410835216612,140.31628944882755,13.783206572082747,0.8251542202855671,False,45,44.8,4.8,7.0
2026,Luther Burden III,luther burden,WR,CHI,47.46,8.91,29.0,69.0,47,23,2026-08-21,10.381940885323647,14.605988448272402,151.63850864168415,28,9.70410835216612,140.31628944882755,11.322219192856608,0.6778325331575275,False,47,59.3,6.8,10.0
2026,TreVeyon Henderson,treveyon henderson,RB,NE,67.53,10.15,41.0,89.0,66,24,2026-08-21,9.886471853378348,13.996008130618392,138.37114044301325,28,9.217244954749557,127.0929008726215,11.278239570391747,0.669226898628791,False,66,62.4,6.3,11.0
2026,Jake Ferguson,jake ferguson,TE,DAL,114.25,18.6,73.0,173.0,115,12,2026-08-21,7.2219803714526405,14.411814131742046,104.08183877646483,16,6.4466510716284615,92.90793701650507,11.173901759959762,0.775329299824179,False,115,144.5,18.2,14.0
2026,Davante Adams,davante adams,WR,LAR,50.73,6.85,36.0,71.0,49,24,2026-08-21,10.238868594323032,14.576579093159467,149.24767788961617,28,9.70410835216612,140.31628944882755,8.931388440788623,0.5347602421569118,False,49,37.9,4.2,11.0
2026,Bhayshul Tuten,bhayshul tuten,RB,JAC,68.7,10.45,41.0,99.0,68,25,2026-08-21,9.711958098648136,13.943412224686112,135.4178352783297,28,9.217244954749557,127.0929008726215,8.324934405708206,0.49471314389857923,False,68,52.7,5.5,7.0
2026,Isaiah Likely,isaiah likely,TE,NYG,119.07,26.4,85.0,236.0,119,13,2026-08-21,7.010897316292867,14.411814131742046,101.03974901914194,16,6.4466510716284615,92.90793701650507,8.131812002636863,0.5642462446644059,False,119,134.4,19.0,8.0
2026,Brock Purdy,brock purdy,QB,SF,96.48,10.71,63.0,130.0,90,11,2026-08-21,17.64698244408162,13.930209175042275,245.82615675435574,12,17.13447293279512,238.13776965069272,7.688387103663018,0.512509511286499,False,90,89.3,10.7,8.0
2026,DJ Moore,dj moore,WR,BUF,52.75,12.39,19.0,107.0,50,25,2026-08-21,10.09977952195585,14.547182176319819,146.92333264655605,28,9.70410835216612,140.31628944882755,6.607043197728501,0.3956711697897308,False,50,45.6,5.4,7.0
2026,Jadarian Price,jadarian price,RB,SEA,74.44,10.55,50.0,118.0,70,26,2026-08-21,9.542450786374697,13.891298516683268,132.55703245428992,28,9.217244954749557,127.0929008726215,5.4641315816684255,0.3252058316251407,False,70,73.7,9.5,11.0
2026,Dallas Goedert,dallas goedert,TE,PHI,120.7,16.66,97.0,186.0,122,14,2026-08-21,6.812276096921868,14.411814131742046,98.17725692294712,16,6.4466510716284615,92.90793701650507,5.26931990644205,0.3656250252934061,False,122,101.6,22.0,10.0
2026,Mike Evans,mike evans,WR,SF,54.32,8.99,42.0,81.0,51,26,2026-08-21,9.964432600771222,14.517842425542312,144.66206235793337,28,9.70410835216612,140.31628944882755,4.345772909105818,0.2603242486051016,False,51,54.2,6.4,8.0
2026,Jaylen Warren,jaylen warren,RB,PIT,76.24,8.11,58.0,99.0,73,27,2026-08-21,9.377640044545894,13.839689154220181,129.78362321668266,28,9.217244954749557,127.0929008726215,2.6907223440611574,0.16039508979633688,False,73,62.4,4.0,9.0
2026,Mark Andrews,mark andrews,TE,BAL,130.92,24.21,87.0,229.0,129,15,2026-08-21,6.624608235708178,14.411814131742046,95.47262258863385,16,6.4466510716284615,92.90793701650507,2.5646855721287807,0.17795716407971618,False,129,123.4,16.7,13.0
2026,Jameson Williams,jameson williams,WR,DET,55.18,9.33,40.0,94.0,54,27,2026-08-21,9.832608772441606,14.488596116156852,142.46069727208726,28,9.70410835216612,140.31628944882755,2.144407823259712,0.12850042027548625,False,54,39.3,4.1,6.0
2026,Jaxson Dart,jaxson dart,QB,NYG,97.98,14.41,59.0,129.0,93,12,2026-08-21,17.13447293279512,13.898167196897003,238.13776965069272,12,17.13447293279512,238.13776965069272,0.0,0.0,False,93,119.7,12.6,8.0
2026,Rome Odunze,rome odunze,WR,CHI,57.27,9.27,40.0,83.0,56,28,2026-08-21,9.70410835216612,14.459472664225416,140.31628944882755,28,9.70410835216612,140.31628944882755,0.0,0.0,False,56,48.4,6.2,10.0
2026,Rhamondre Stevenson,rhamondre stevenson,RB,NE,80.47,10.39,61.0,117.0,80,28,2026-08-21,9.217244954749557,13.788599684239895,127.0929008726215,28,9.217244954749557,127.0929008726215,0.0,0.0,False,80,65.1,6.7,11.0
2026,Juwan Johnson,juwan johnson,TE,NO,136.23,20.23,95.0,190.0,132,16,2026-08-21,6.4466510716284615,14.411814131742046,92.90793701650507,16,6.4466510716284615,92.90793701650507,0.0,0.0,False,132,163.4,17.6,8.0
2026,Houston Texans,houston texans,DST,HOU,153.71,6.08,143.0,176.0,148,1,2026-08-21,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,True,148,,14.092832906630655,
2026,Denver Broncos,denver broncos,DST,DEN,163.01,7.53,149.0,210.0,156,2,2026-08-21,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,True,156,,14.702962235962286,
2026,Los Angeles Rams,los angeles rams,DST,LAR,167.31,7.31,148.0,186.0,159,3,2026-08-21,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,True,159,,14.931760734461646,
2026,Seattle Seahawks,seattle seahawks,DST,SEA,167.56,5.16,151.0,194.0,160,4,2026-08-21,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,True,160,,15.0080269006281,
2026,Philadelphia Eagles,philadelphia eagles,DST,PHI,174.91,9.29,156.0,235.0,167,5,2026-08-21,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,True,167,,15.541890063793277,
2026,New England Patriots,new england patriots,DST,NE,185.32,8.29,160.0,225.0,174,6,2026-08-21,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,True,174,,16.075753226958454,
2026,Brandon Aubrey,brandon aubrey,K,DAL,185.86,6.16,139.0,193.0,175,1,2026-08-21,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,True,175,132.9,21.5,14.0
2026,Minnesota Vikings,minnesota vikings,DST,MIN,186.17,12.3,164.0,252.0,176,7,2026-08-21,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,True,176,,16.22828555929136,
2026,Pittsburgh Steelers,pittsburgh steelers,DST,PIT,187.37,8.49,161.0,239.0,177,8,2026-08-21,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,True,177,,16.304551725457813,
2026,Jacksonville Jaguars,jacksonville jaguars,DST,JAC,190.4,16.93,161.0,280.0,180,9,2026-08-21,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,True,180,,16.53335022395718,
2026,Ka'imi Fairbairn,ka imi fairbairn,K,HOU,192.4,4.22,170.0,212.0,184,2,2026-08-21,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,True,184,126.5,19.3,8.0
2026,Los Angeles Chargers,los angeles chargers,DST,LAC,192.49,15.07,171.0,280.0,185,10,2026-08-21,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,True,185,,16.914681054789448,
2026,Cameron Dicker,cameron dicker,K,LAC,193.91,5.62,167.0,226.0,187,3,2026-08-21,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,True,187,144.7,22.1,7.0
2026,Cam Little,cam little,K,JAC,198.36,9.04,168.0,253.0,194,4,2026-08-21,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,True,194,151.1,14.6,7.0
2026,Baltimore Ravens,baltimore ravens,DST,BAL,199.59,24.03,171.0,356.0,196,11,2026-08-21,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,True,196,,17.753608882620437,
2026,Jason Myers,jason myers,K,SEA,200.32,8.66,171.0,253.0,198,5,2026-08-21,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,True,198,140.8,15.6,11.0
2026,Green Bay Packers,green bay packers,DST,GB,203.24,21.49,184.0,280.0,202,12,2026-08-21,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,True,202,,18.211205879619158,
2026,Eddy Pineiro,eddy pineiro,K,SF,208.27,10.05,175.0,250.0,207,6,2026-08-21,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,True,207,,18.592536710451427,
2026,Tyler Loop,tyler loop,K,BAL,208.98,12.35,181.0,257.0,208,7,2026-08-21,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,True,208,147.8,16.7,13.0
2026,Kansas City Chiefs,kansas city chiefs,DST,KC,210.3,19.6,151.0,280.0,210,13,2026-08-21,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,True,210,,18.82133520895079,
2026,Evan McPherson,evan mcpherson,K,CIN,215.53,15.46,173.0,262.0,213,8,2026-08-21,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,True,213,181.1,16.8,6.0
2026,Cairo Santos,cairo santos,K,CHI,216.59,13.3,193.0,282.0,214,9,2026-08-21,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,True,214,172.7,21.9,10.0
2026,Detroit Lions,detroit lions,DST,DET,220.97,25.28,185.0,330.0,220,14,2026-08-21,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,True,220,,19.583996870615326,
2026,Cleveland Browns,cleveland browns,DST,CLE,221.0,32.59,182.0,319.0,221,15,2026-08-21,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,True,221,,19.66026303678178,
2026,Jake Bates,jake bates,K,DET,221.51,14.43,191.0,255.0,223,10,2026-08-21,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,True,223,145.5,18.6,6.0
2026,Andy Borregales,andy borregales,K,NE,223.51,22.02,188.0,333.0,227,11,2026-08-21,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,True,227,,20.117860033780506,
2026,Harrison Mevis,harrison mevis,K,LAR,225.52,18.54,192.0,282.0,228,12,2026-08-21,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,True,228,150.4,15.1,11.0
2026,Chase McLaughlin,chase mclaughlin,K,TB,226.03,18.36,193.0,282.0,231,13,2026-08-21,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,True,231,151.7,22.1,10.0
2026,Buffalo Bills,buffalo bills,DST,BUF,226.94,24.03,185.0,343.0,233,16,2026-08-21,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,True,233,,20.575457030779226,
2026,Chris Boswell,chris boswell,K,PIT,240.06,19.18,192.0,282.0,243,14,2026-08-21,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,True,243,,21.338118692443764,
2026,Harrison Butker,harrison butker,K,KC,243.09,23.33,192.0,312.0,247,15,2026-08-21,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,True,247,166.0,19.3,5.0
2026,Dallas Cowboys,dallas cowboys,DST,DAL,249.69,56.36,183.0,365.0,255,17,2026-08-21,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,True,255,,22.25331268644121,
2026,Drew Stevens,drew stevens,K,WAS,251.5,1.5,250.0,253.0,256,16,2026-08-21,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,True,256,,22.329578852607664,
2026,Will Reichard,will reichard,K,MIN,255.18,33.09,192.0,333.0,261,17,2026-08-21,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,True,261,166.1,20.0,6.0
2026,San Francisco 49ers,san francisco ers,DST,SF,257.28,27.12,194.0,345.0,264,18,2026-08-21,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,True,264,,22.939708181939295,
2026,Tennessee Titans,tennessee titans,DST,TEN,260.78,63.85,188.0,355.0,270,19,2026-08-21,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,True,270,,23.397305178938016,
2026,Blake Grupe,blake grupe,K,IND,261.14,54.69,205.0,353.0,271,18,2026-08-21,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,True,271,159.9,14.1,13.0
2026,Chicago Bears,chicago bears,DST,CHI,261.42,50.07,171.0,355.0,272,20,2026-08-21,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,True,272,,23.549837511270926,
2026,Tampa Bay Buccaneers,tampa bay buccaneers,DST,TB,261.87,54.29,186.0,364.0,274,21,2026-08-21,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,True,274,,23.702369843603833,
2026,Cincinnati Bengals,cincinnati bengals,DST,CIN,263.46,58.67,190.0,356.0,277,22,2026-08-21,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,True,277,,23.931168342103195,
