season,player_id,player_name,position,team,games_played,total_fp,avg_fp,pass_yds,pass_tds,rush_yds,rush_tds,rec_yds,rec_tds,receptions,targets,rush_att,pass_att,ppg,rush_ypg,rec_ypg,targets_pg,team_draft,round,pick,age,early_round,first_round,day1_pick,day2_pick,total_wins,playoff,good_team,good_offense,bad_offense,is_qb,is_rb,is_wr,is_te,target_share,rush_share,yards_per_target,yards_per_carry,games_played_pct,starter_games,fantasy_success,top_performer
2014,00-0031302,C.Fiedorowicz,TE,HOU,5,12.799999,2.56,0.0,0,0.0,0,28.0,1,4,7,0,0,2.5599998474121093,0.0,5.6,1.4,0,8.0,300.0,0.0,0,0,0,0,8,0,0,0,0,0,0,0,1,0.04,0.0,4.0,0.0,0.29411764705882354,0,0,0
2014,00-0031310,D.Street,WR,DAL,4,3.8,0.95,0.0,0,0.0,0,18.0,0,2,7,0,0,0.949999988079071,0.0,4.5,1.75,0,8.0,300.0,0.0,0,0,0,0,8,0,0,0,0,0,0,1,0,0.05,0.0,2.5714285714285716,0.0,0.23529411764705882,0,0,0
2014,00-0031325,S.Watkins,WR,BUF,16,198.0,12.375,0.0,0,8.0,0,982.0,6,65,128,2,0,12.375,0.5,61.375,8.0,0,8.0,300.0,0.0,0,0,0,0,8,0,0,0,0,0,0,1,0,0.22857142857142856,0.005,7.671875,4.0,0.9411764705882353,1,1,0
2014,00-0031326,B.Ellington,WR,SF,7,33.0,4.714286,0.0,0,28.0,1,62.0,2,6,12,6,0,4.714285714285714,4.0,8.857142857142858,1.7142857142857142,0,8.0,300.0,0.0,0,0,0,0,8,0,0,0,0,0,0,1,0,0.04897959183673469,0.03428571428571429,5.166666666666667,4.666666666666667,0.4117647058823529,0,0,0
2014,00-0031339,D.Moncrief,WR,IND,17,115.7,6.805882,0.0,0,17.0,0,530.0,4,37,61,4,0,6.805882173426011,1.0,31.176470588235293,3.588235294117647,0,8.0,300.0,0.0,0,0,0,0,8,0,0,0,0,0,0,1,0,0.10252100840336136,0.009411764705882352,8.688524590163935,4.25,1.0,1,0,0
2014,00-0031345,J.Garoppolo,QB,NE,5,12.18,2.436,182.0,1,9.0,0,0.0,0,0,0,10,27,2.4360000610351564,1.8,0.0,0.0,0,8.0,300.0,0.0,0,0,0,0,8,0,0,0,0,1,0,0,0,0.0,0.08,0.0,0.9,0.29411764705882354,0,0,0
2014,00-0031359,K.Benjamin,WR,CAR,18,259.6,14.422222,0.0,0,0.0,0,1116.0,11,84,162,0,0,14.422222561306423,0.0,62.0,8.125,0,8.0,300.0,0.0,0,0,0,0,8,0,0,0,0,0,0,1,0,0.2571428571428571,0.0,6.888888888888889,0.0,1.0588235294117647,1,1,0
2014,00-0031373,M.Bryant,WR,PIT,11,147.8,13.436364,0.0,0,18.0,0,610.0,9,31,58,4,0,13.436363913796164,1.6363636363636365,55.45454545454545,5.2727272727272725,0,8.0,300.0,0.0,0,0,0,0,8,0,0,0,0,0,0,1,0,0.15064935064935064,0.014545454545454545,10.517241379310345,4.5,0.6470588235294118,0,1,0
2014,00-0031375,T.West,RB,CLE,14,112.7,8.05,0.0,0,673.0,4,64.0,1,11,13,171,0,8.049999782017299,48.07142857142857,4.571428571428571,0.9285714285714286,0,8.0,300.0,0.0,0,0,0,0,8,0,0,0,0,0,1,0,0,0.02653061224489796,0.48857142857142855,4.923076923076923,3.935672514619883,0.8235294117647058,1,0,0
2014,00-0031376,J.McKinnon,RB,MIN,11,94.3,8.572727,0.0,0,538.0,0,135.0,0,27,41,113,0,8.5727275501598,48.90909090909091,12.272727272727273,3.727272727272727,0,8.0,300.0,0.0,0,0,0,0,8,0,0,0,0,0,1,0,0,0.10649350649350649,0.4109090909090909,3.292682926829268,4.761061946902655,0.6470588235294118,0,0,0
2014,00-0031381,D.Adams,WR,GB,16,127.0,7.9375,0.0,0,0.0,0,570.0,4,46,80,0,0,7.9375,0.0,35.625,5.0,0,8.0,300.0,0.0,0,0,0,0,8,0,0,0,0,0,0,1,0,0.14285714285714285,0.0,7.125,0.0,0.9411764705882353,1,0,0
2014,00-0031382,J.Landry,WR,MIA,16,189.40001,11.837501,0.0,0,-4.0,0,758.0,5,84,112,2,0,11.83750057220459,-0.25,47.375,7.0,0,8.0,300.0,0.0,0,0,0,0,8,0,0,0,0,0,0,1,0,0.2,0.005,6.767857142857143,-2.0,0.9411764705882353,1,1,0
2014,00-0031384,R.Rodgers,TE,GB,15,70.3,4.686667,0.0,0,0.0,0,273.0,3,25,36,0,0,4.686666870117188,0.0,18.2,2.4,0,8.0,300.0,0.0,0,0,0,0,8,0,0,0,0,0,0,0,1,0.06857142857142857,0.0,7.583333333333333,0.0,0.8823529411764706,1,0,0
2014,00-0031387,E.Ebron,TE,DET,13,60.9,4.6846156,0.0,0,0.0,0,269.0,1,28,50,0,0,4.684615501990685,0.0,20.692307692307693,3.8461538461538463,0,8.0,300.0,0.0,0,0,0,0,8,0,0,0,0,0,0,0,1,0.10989010989010989,0.0,5.38,0.0,0.7647058823529411,1,0,0
2014,00-0031390,C.Sims,RB,TB,8,60.5,7.5625,0.0,0,185.0,1,190.0,0,19,27,66,0,7.5625,23.125,23.75,3.375,0,8.0,300.0,0.0,0,0,0,0,8,0,0,0,0,0,1,0,0,0.09642857142857143,0.33,7.037037037037037,2.803030303030303,0.47058823529411764,0,0,0
2014,00-0031407,B.Bortles,QB,JAX,14,168.22,12.015715,2908.0,11,419.0,0,0.0,0,0,0,56,475,12.015714372907366,29.928571428571427,0.0,0.0,0,8.0,300.0,0.0,0,0,0,0,8,0,0,0,0,1,0,0,0,0.0,0.16,0.0,7.482142857142857,0.8235294117647058,1,1,0
2014,00-0031408,M.Evans,WR,TB,15,245.1,16.34,0.0,0,0.0,0,1051.0,12,68,123,0,0,16.34000040690104,0.0,70.06666666666666,8.125,0,8.0,300.0,0.0,0,0,0,0,8,0,0,0,0,0,0,1,0,0.23428571428571426,0.0,8.544715447154472,0.0,0.8823529411764706,1,1,1
2014,00-0031418,A.Seferian-Jenkins,TE,TB,9,53.1,5.8999996,0.0,0,0.0,0,221.0,2,21,38,0,0,5.899999830457899,0.0,24.555555555555557,4.222222222222222,0,8.0,300.0,0.0,0,0,0,0,8,0,0,0,0,0,0,0,1,0.12063492063492064,0.0,5.815789473684211,0.0,0.5294117647058824,0,0,0
