player_name,position,proj_ppg_2025,VORP,adp_rank
Isiah Pacheco,RB,5.78,-4.978823529411765,62.0
Christian Watson,WR,6.485714285714286,-4.980952380952381,194.0
Cam Akers,RB,5.7562500000000005,-5.002573529411765,122.0
Tyler Allgeier,RB,5.747058823529412,-5.011764705882354,188.0
Michael Wilson,WR,6.4375,-5.029166666666667,36.0
Quintin Morris,TE,2.4200000000000004,-5.038823529411765,
Drew Sample,TE,2.409090909090909,-5.049732620320857,
Michael Mayer,TE,2.372727272727273,-5.086096256684493,
Patrick Taylor,RB,5.66,-5.098823529411765,
Lucas Krull,TE,2.309090909090909,-5.149732620320856,
Demarcus Robinson,WR,6.3,-5.166666666666667,
Cade Stover,TE,2.257142857142857,-5.201680672268909,158.0
Noah Brown,WR,6.254545454545456,-5.212121212121211,22.0
Mo Alie-Cox,TE,2.225,-5.233823529411765,
Brevyn Spann-Ford,TE,2.216666666666667,-5.242156862745099,
Tre Tucker,WR,6.223529411764707,-5.24313725490196,
Kenny Yeboah,TE,2.1999999999999997,-5.258823529411766,
Diontae Johnson,WR,6.191666666666666,-5.275,
MyCole Pruitt,TE,2.1666666666666665,-5.292156862745099,140.0
Jordan Whittington,WR,6.171428571428572,-5.295238095238095,
Keon Coleman,WR,6.16875,-5.297916666666667,165.0
Raheem Mostert,RB,5.45,-5.308823529411765,
Devaughn Vele,WR,6.142857142857143,-5.3238095238095235,
Antonio Gibson,RB,5.405882352941177,-5.352941176470589,
Davis Allen,TE,2.1,-5.358823529411765,
Gus Edwards,RB,5.3999999999999995,-5.358823529411766,
Blake Whiteheart,TE,2.0142857142857147,-5.444537815126051,
Tyler Huntley,QB,13.532,-5.458666666666666,
Andrei Iosivas,WR,5.9941176470588236,-5.472549019607843,
Jalen Nailor,WR,5.987500000000001,-5.479166666666666,
Andrew Ogletree,TE,1.9454545454545455,-5.51336898395722,
Emanuel Wilson,RB,5.216666666666667,-5.542156862745099,
Peyton Hendershot,TE,1.9,-5.558823529411766,
Ty Johnson,RB,5.175,-5.583823529411766,68.0
Chris Rodriguez,RB,5.166666666666667,-5.592156862745099,
Jaleel McLaughlin,RB,5.147058823529413,-5.6117647058823525,
Kylen Granson,TE,1.8000000000000003,-5.658823529411766,
Dallin Holker,TE,1.8,-5.658823529411766,
Nikko Remigio,WR,5.800000000000001,-5.666666666666666,
Greg Dulcich,TE,1.7666666666666668,-5.692156862745099,
Marquez Valdes-Scantling,WR,5.769230769230769,-5.697435897435898,
Tyler Lockett,WR,5.676470588235294,-5.790196078431372,
Brandin Cooks,WR,5.66,-5.806666666666667,
Darius Slayton,WR,5.65625,-5.810416666666667,
Hayden Hurst,TE,1.6142857142857143,-5.844537815126051,
Parker Washington,WR,5.615384615384615,-5.851282051282052,
Josh Palmer,WR,5.593333333333334,-5.873333333333333,
Mason Rudolph,QB,13.1,-5.890666666666666,
Bub Means,WR,5.575,-5.891666666666667,
Ben Sims,TE,1.5500000000000003,-5.908823529411766,
Olamide Zaccheaus,WR,5.550000000000001,-5.916666666666666,
Calvin Austin,WR,5.544444444444444,-5.9222222222222225,76.0
Jeremy Ruckert,TE,1.5,-5.958823529411766,
Julian Hill,TE,1.4545454545454546,-6.004278074866312,
Hunter Long,TE,1.4125,-6.046323529411765,143.0
Cody White,WR,5.4,-6.066666666666666,
Mack Hollins,WR,5.378947368421053,-6.087719298245614,9.0
Tip Reiman,TE,1.34,-6.118823529411766,
Cam Grandy,TE,1.3250000000000002,-6.133823529411766,
Dontayvion Wicks,WR,5.327777777777778,-6.138888888888888,
Pharaoh Brown,TE,1.3125000000000002,-6.146323529411766,
Elijah Moore,WR,5.31764705882353,-6.149019607843137,52.0
John Bates,TE,1.3076923076923077,-6.151131221719458,
Isaiah Davis,RB,4.6,-6.158823529411766,179.0
Luke Farrell,TE,1.27,-6.188823529411765,
Will Shipley,RB,4.566666666666666,-6.192156862745099,
Kavontae Turpin,WR,5.246666666666667,-6.22,
Jared Wiley,TE,1.2000000000000002,-6.258823529411766,
Geoff Swaim,TE,1.2000000000000002,-6.258823529411766,
John Samuel Shenker,TE,1.2000000000000002,-6.258823529411766,
Tucker Fisk,TE,1.175,-6.283823529411766,91.0
Braelon Allen,RB,4.452941176470588,-6.305882352941177,125.0
Luke Musgrave,TE,1.1428571428571428,-6.3159663865546225,
Kendre Miller,RB,4.433333333333334,-6.325490196078432,
Jameis Winston,QB,12.649090909090908,-6.341575757575757,
Jacob Kibodi,RB,4.4,-6.358823529411765,
Gabe Davis,WR,5.1,-6.366666666666667,
Tyler Goodson,RB,4.322222222222223,-6.436601307189543,
Charlie Woerner,TE,1.0125,-6.446323529411766,
Dyami Brown,WR,5.016666666666667,-6.45,22.0
Tutu Atwell,WR,5.0125,-6.454166666666667,
Jaheim Bell,TE,1.0000000000000002,-6.458823529411766,
Ross Dwelley,TE,1.0,-6.458823529411766,
Jack Stoll,TE,1.0,-6.458823529411766,
Austin Trammell,WR,5.0,-6.466666666666667,
Josiah Deguara,TE,0.9666666666666667,-6.492156862745099,
Clyde Edwards-Helaire,RB,4.25,-6.508823529411766,
David Moore,WR,4.935714285714286,-6.530952380952381,52.0
Drew Lock,QB,12.448571428571428,-6.5420952380952375,
Brevin Jordan,TE,0.8500000000000001,-6.608823529411765,
Gerald Everett,TE,0.8444444444444446,-6.614379084967322,
Dameon Pierce,RB,4.090909090909091,-6.667914438502675,
Sterling Shepard,WR,4.792307692307693,-6.674358974358974,
Tim Patrick,WR,4.7875000000000005,-6.679166666666666,
Durham Smythe,TE,0.7538461538461539,-6.704977375565612,
Ian Thomas,TE,0.7333333333333334,-6.725490196078432,
Ainias Smith,WR,4.733333333333333,-6.733333333333333,51.0
Jeremy McNichols,RB,4.0125,-6.746323529411765,
Will Mallory,TE,0.7000000000000001,-6.758823529411766,
Irv Smith,TE,0.7,-6.758823529411766,129.0
Marcedes Lewis,TE,0.7,-6.758823529411766,
John FitzPatrick,TE,0.7,-6.758823529411766,
Jamison Crowder,WR,4.683333333333333,-6.783333333333334,
Alex Bachman,WR,4.6,-6.866666666666667,
Feleipe Franks,TE,0.5666666666666668,-6.892156862745099,
David Martin-Robinson,TE,0.55,-6.908823529411766,77.0
Zach Davidson,TE,0.5,-6.958823529411766,166.0
Zamir White,RB,3.7875,-6.971323529411766,180.0
Eric Tomlinson,TE,0.47500000000000003,-6.983823529411766,
Malik Heath,WR,4.45,-7.016666666666667,12.0
Deshaun Watson,QB,11.959999999999999,-7.030666666666667,
Audric Estime,RB,3.707692307692308,-7.051131221719458,
John Metchie,WR,4.391666666666667,-7.075,
Trey Benson,RB,3.6666666666666665,-7.0921568627450995,181.0
Tyler Johnson,WR,4.372727272727273,-7.093939393939394,
Greg Dortch,WR,4.341176470588235,-7.125490196078432,
Joseph Fortson,TE,0.3333333333333333,-7.125490196078433,
Will Levis,QB,11.828333333333333,-7.162333333333333,
Emari Demercado,RB,3.5923076923076924,-7.166515837104074,
Devontez Walker,WR,4.3,-7.166666666666667,
Kalif Raymond,WR,4.290909090909091,-7.175757575757576,
Ezekiel Elliott,RB,3.566666666666667,-7.192156862745099,
Kendrick Bourne,WR,4.258333333333334,-7.208333333333333,
Samaje Perine,RB,3.5200000000000005,-7.238823529411765,
Marquise Brown,WR,4.220000000000001,-7.246666666666666,170.0
David Bell,WR,4.2,-7.266666666666667,
Curtis Samuel,WR,4.194117647058824,-7.272549019607843,95.0
Cedrick Wilson,WR,4.194,-7.272666666666667,
Kimani Vidal,RB,3.355555555555556,-7.4032679738562095,
Khalil Herbert,RB,3.3125,-7.446323529411766,
Brenden Bates,TE,0.0,-7.458823529411766,
Baylor Cupp,TE,0.0,-7.458823529411766,
Brayden Willis,TE,0.0,-7.458823529411766,
Stephen Sullivan,TE,0.0,-7.458823529411766,
Jordan Matthews,TE,0.0,-7.458823529411766,
Josh Reynolds,WR,3.9875000000000003,-7.479166666666666,
Trey Sermon,RB,3.271428571428572,-7.487394957983193,181.0
Christopher Brooks,RB,3.216666666666667,-7.542156862745099,
Tyler Boyd,WR,3.9200000000000004,-7.546666666666667,
D.J. Turner,WR,3.91,-7.556666666666667,
Van Jefferson,WR,3.89375,-7.572916666666667,5.0
Mecole Hardman,WR,3.885714285714286,-7.580952380952381,
D'Onta Foreman,RB,3.16,-7.598823529411765,
Keaton Mitchell,RB,3.1500000000000004,-7.608823529411765,
Troy Franklin,WR,3.8529411764705883,-7.613725490196078,
Kenneth Gainwell,RB,3.1450000000000005,-7.613823529411765,41.0
Ryan Miller,WR,3.85,-7.616666666666667,
JuJu Smith-Schuster,WR,3.835714285714286,-7.630952380952381,
KhaDarel Hodge,WR,3.766666666666667,-7.699999999999999,
Aidan O'Connell,QB,11.275555555555556,-7.71511111111111,
Gardner Minshew,QB,11.232000000000001,-7.758666666666665,
Kenny McIntosh,RB,2.9857142857142853,-7.77310924369748,
Tylan Wallace,WR,3.66,-7.806666666666667,
Spencer Rattler,QB,11.182857142857143,-7.807809523809523,
Malik Washington,WR,3.6500000000000004,-7.816666666666666,12.0
Lil'Jordan Humphrey,WR,3.6285714285714286,-7.838095238095239,
Mike Williams,WR,3.607142857142857,-7.859523809523809,178.0
Justin Fields,QB,11.103636363636364,-7.887030303030302,78.0
Jordan Mims,RB,2.8714285714285714,-7.887394957983194,92.0
Jacob Cowing,WR,3.5666666666666664,-7.9,
Dare Ogunbowale,RB,2.847058823529412,-7.911764705882353,
Hassan Haskins,RB,2.8166666666666664,-7.942156862745099,
Blake Watson,RB,2.8,-7.958823529411766,164.0
Craig Reynolds,RB,2.7714285714285714,-7.987394957983194,
